Moisture_Level,Is_Rainy,temperature_C,humidity,Reduce_Water
92,24,90,0,0
55,26,82,1,0
75,31,40,0,1
84,31,71,0,0
77,25,62,1,0
88,39,83,1,0
85,22,99,1,0
78,19,89,0,1
94,39,78,0,0
40,40,37,1,0
81,21,97,1,0
98,26,95,0,0
73,38,52,1,0
72,26,44,0,1
75,21,54,0,1
61,23,48,1,0
53,29,98,0,1
94,36,74,0,0
81,27,87,1,0
96,31,97,0,0
83,19,99,1,0
91,17,84,0,0
40,28,49,0,1
35,42,63,1,0
80,31,65,0,1
88,36,58,0,0
82,26,58,1,0
38,38,79,1,0
47,19,80,0,1
92,27,39,1,0
55,31,81,1,0
50,42,34,1,0
33,36,84,0,1
46,25,56,0,1
53,25,58,1,0
43,35,42,0,1
53,22,88,1,0
86,21,51,1,0
89,25,87,0,0
52,33,42,0,1
65,37,97,0,1
93,42,69,1,0
38,26,95,0,1
52,38,36,1,0
91,19,45,1,0
85,17,74,0,0
77,35,79,1,0
55,18,74,1,0
90,27,96,0,0
39,40,90,0,1
50,37,56,1,0
46,28,76,0,1
63,21,82,0,1
69,39,66,1,0
95,18,91,1,0
39,26,31,0,1
98,17,76,0,0
94,42,83,0,0
49,32,48,1,0
36,26,67,1,0
37,38,93,1,0
88,36,64,1,0
57,17,55,1,0
57,20,88,0,1
42,38,95,0,1
33,32,77,1,0
36,39,42,0,1
97,21,68,0,0
86,30,98,1,0
83,37,43,1,0
51,27,41,0,1
65,38,43,0,1
64,38,36,1,0
52,36,36,1,0
43,28,33,0,1
52,29,77,0,1
45,22,33,0,1
53,30,59,1,0
98,24,50,0,0
51,27,42,0,1
55,23,53,0,1
93,17,61,0,0
41,26,97,1,0
100,20,37,1,0
77,19,67,1,0
42,33,44,1,0
63,22,71,0,1
47,33,86,1,0
42,26,77,1,0
65,21,98,0,1
95,41,80,0,0
76,31,86,0,1
85,19,82,1,0
38,19,51,1,0
50,42,54,1,0
97,36,83,1,0
88,40,41,0,0
61,17,88,0,1
64,22,37,0,1
35,37,62,1,0
94,36,54,0,0
60,29,82,1,0
95,32,51,0,0
71,37,51,1,0
73,25,70,1,0
41,17,55,0,1
52,31,54,0,1
47,23,47,0,1
74,36,80,0,1
86,24,38,1,0
64,32,87,1,0
80,38,50,0,1
93,36,48,1,0
88,40,74,0,0
96,25,71,1,0
80,22,71,1,0
49,18,48,1,0
66,29,45,0,1
52,18,34,1,0
94,35,38,0,0
87,42,82,1,0
92,33,33,1,0
75,19,66,0,1
50,28,47,0,1
47,40,62,0,1
58,37,81,0,1
75,30,30,1,0
43,42,100,0,1
74,35,75,0,1
75,22,94,0,1
41,35,77,1,0
41,29,47,1,0
94,17,59,0,0
100,38,58,1,0
39,41,59,0,1
33,33,90,0,1
46,18,74,0,1
32,26,42,1,0
66,24,37,1,0
43,33,32,1,0
95,27,59,1,0
96,26,43,1,0
76,19,80,0,1
82,41,97,1,0
88,34,66,1,0
62,41,48,0,1
82,42,57,0,0
36,18,90,0,1
98,38,31,0,0
71,34,65,0,1
35,40,100,1,0
61,18,46,0,1
33,17,42,0,1
49,42,56,1,0
59,24,32,0,1
84,22,51,0,0
46,21,31,0,1
35,19,48,1,0
73,21,56,1,0
63,17,31,0,1
84,39,55,0,0
46,39,82,1,0
84,38,98,1,0
84,36,93,1,0
37,24,34,0,1
38,22,53,0,1
32,42,58,1,0
50,37,80,1,0
86,42,80,0,0
70,32,69,1,0
82,36,72,0,0
68,41,42,0,1
51,22,32,1,0
70,25,80,1,0
65,20,89,0,1
30,36,38,1,0
31,34,47,1,0
82,39,93,0,0
74,19,43,0,1
95,34,89,0,0
53,27,95,0,1
77,39,84,1,0
69,35,90,0,1
51,41,99,1,0
40,39,97,0,1
60,39,77,0,1
39,37,49,0,1
68,18,57,1,0
41,42,87,0,1
59,28,37,1,0
72,23,95,0,1
95,33,89,0,0
39,36,77,1,0
31,29,56,0,1
59,31,50,1,0
81,42,98,0,0
74,17,90,1,0
76,41,30,1,0
35,22,88,0,1
44,39,92,0,1
69,30,77,0,1
71,38,86,0,1
86,37,77,0,0
98,20,40,1,0
84,21,61,0,0
55,31,62,1,0
80,17,100,0,1
62,24,78,0,1
33,38,59,0,1
80,30,72,0,1
78,39,100,1,0
99,19,72,0,0
37,27,57,1,0
71,42,60,0,1
98,36,54,0,0
42,32,50,0,1
74,36,48,0,1
81,38,39,1,0
45,27,31,1,0
65,35,86,1,0
60,27,84,0,1
95,25,51,1,0
55,21,31,0,1
50,37,45,1,0
66,23,39,0,1
49,26,40,1,0
35,21,93,0,1
34,27,69,1,0
89,36,89,0,0
38,26,94,0,1
30,36,94,1,0
81,28,78,1,0
41,18,52,0,1
88,22,50,0,0
42,24,36,1,0
45,40,67,1,0
70,27,85,0,1
56,33,79,1,0
87,38,34,1,0
98,40,98,0,0
76,38,51,1,0
36,36,87,0,1
50,34,74,0,1
45,30,68,1,0
55,26,81,0,1
60,34,55,0,1
45,32,88,1,0
88,37,36,0,0
40,36,52,0,1
60,29,53,0,1
94,38,68,1,0
51,36,45,1,0
94,19,78,1,0
45,20,79,1,0
72,20,95,1,0
95,35,62,1,0
47,31,70,1,0
53,39,83,0,1
71,25,36,0,1
58,21,63,1,0
65,18,58,0,1
43,31,61,1,0
92,20,60,0,0
30,26,91,0,1
77,29,98,0,1
85,36,38,0,0
35,25,37,0,1
55,35,32,0,1
79,17,77,0,1
42,21,68,1,0
51,37,38,1,0
54,28,68,0,1
57,41,54,0,1
39,29,59,0,1
68,36,52,0,1
36,32,76,1,0
97,20,73,1,0
76,19,65,1,0
90,19,72,1,0
32,24,68,0,1
91,34,69,1,0
89,18,64,1,0
82,25,45,0,0
90,37,80,1,0
77,24,94,0,1
79,33,71,0,1
57,35,68,0,1
43,18,31,0,1
42,35,98,1,0
35,21,86,1,0
86,38,46,0,0
95,26,95,0,0
100,23,86,1,0
56,34,61,0,1
66,19,73,1,0
57,21,52,1,0
38,36,61,1,0
51,36,88,0,1
55,39,73,0,1
86,31,33,1,0
60,29,96,0,1
83,31,33,1,0
45,40,92,0,1
36,37,86,1,0
86,27,76,1,0
81,42,81,1,0
57,37,99,0,1
47,22,69,0,1
98,37,90,0,0
74,29,55,1,0
83,41,83,0,0
37,20,49,0,1
34,38,87,1,0
72,42,46,1,0
52,30,88,1,0
94,19,42,1,0
78,39,34,0,1
76,32,99,1,0
98,19,53,1,0
57,26,99,1,0
99,41,33,0,0
86,19,44,0,0
85,27,78,0,0
80,31,81,0,1
45,32,37,0,1
38,35,45,1,0
32,33,50,0,1
31,19,51,1,0
85,28,45,1,0
64,19,97,0,1
45,38,55,1,0
63,36,47,1,0
86,27,44,0,0
56,23,91,1,0
71,28,87,1,0
82,31,42,0,0
86,21,66,0,0
94,37,100,1,0
75,37,42,0,1
42,28,48,0,1
82,30,97,0,0
37,29,44,0,1
46,28,53,0,1
53,17,92,1,0
44,18,91,0,1
50,20,74,0,1
52,42,52,0,1
40,28,95,0,1
99,18,61,1,0
42,39,55,1,0
84,27,52,1,0
37,18,53,1,0
47,41,72,0,1
80,37,40,1,0
42,31,47,0,1
52,19,68,0,1
89,36,86,0,0
40,28,61,0,1
77,37,84,1,0
71,42,83,1,0
76,28,41,1,0
40,39,84,0,1
65,29,42,0,1
83,23,97,1,0
42,29,43,0,1
68,25,32,0,1
94,21,53,1,0
58,37,68,0,1
66,42,62,1,0
53,22,61,1,0
62,17,76,1,0
33,40,32,0,1
58,20,86,0,1
73,33,67,1,0
70,40,69,1,0
45,34,44,0,1
63,27,66,0,1
59,23,67,0,1
61,31,32,0,1
89,32,71,0,0
40,38,56,0,1
37,18,70,1,0
91,36,48,0,0
44,21,96,0,1
79,37,61,1,0
76,18,79,1,0
31,23,56,0,1
43,27,82,0,1
69,22,33,0,1
53,36,79,1,0
72,30,58,1,0
78,23,83,1,0
69,31,89,1,0
43,25,89,0,1
47,28,69,1,0
63,35,56,0,1
41,36,69,0,1
58,41,72,0,1
74,39,48,0,1
47,30,69,1,0
37,36,85,0,1
71,28,89,0,1
31,28,38,0,1
45,37,51,0,1
58,30,77,0,1
94,17,64,0,0
69,18,99,1,0
70,40,51,1,0
95,18,58,1,0
33,20,52,1,0
78,34,88,0,1
51,41,39,0,1
52,21,46,1,0
81,33,69,0,0
90,32,75,1,0
100,22,85,0,0
30,19,100,1,0
49,30,46,1,0
39,33,30,1,0
62,42,99,0,1
92,19,89,0,0
52,18,45,0,1
93,34,56,0,0
32,24,92,1,0
31,25,100,1,0
88,18,89,1,0
66,36,47,1,0
94,40,90,1,0
76,26,69,0,1
51,24,95,1,0
93,42,57,0,0
98,18,89,0,0
92,23,33,1,0
51,30,46,0,1
83,24,68,0,0
84,20,83,1,0
41,27,47,0,1
40,27,79,1,0
79,27,32,0,1
94,38,88,0,0
57,30,39,1,0
35,17,53,1,0
51,36,58,1,0
91,26,46,1,0
34,29,61,1,0
62,19,82,0,1
45,31,94,0,1
36,27,34,1,0
71,33,50,1,0
77,24,60,0,1
96,22,96,0,0
40,20,44,0,1
32,34,43,1,0
76,39,92,0,1
48,29,58,0,1
93,24,78,0,0
38,26,48,0,1
43,39,75,0,1
69,24,35,0,1
41,34,85,1,0
35,41,36,1,0
68,32,79,0,1
71,24,71,0,1
72,28,36,0,1
34,22,80,1,0
37,22,86,1,0
37,36,53,0,1
87,33,46,1,0
47,17,65,0,1
57,33,79,0,1
86,40,30,1,0
100,37,47,1,0
55,33,36,1,0
100,26,41,0,0
39,26,52,1,0
64,27,61,1,0
38,34,81,1,0
72,36,96,1,0
56,23,55,0,1
64,33,99,0,1
96,28,52,1,0
61,26,82,0,1
80,29,41,1,0
92,24,52,0,0
58,34,82,1,0
35,32,94,1,0
84,27,72,0,0
46,40,92,1,0
49,20,47,1,0
87,17,100,1,0
68,31,38,0,1
51,24,99,1,0
44,31,45,0,1
90,26,53,0,0
72,32,35,0,1
92,21,97,0,0
48,23,71,0,1
83,30,52,0,0
39,23,54,1,0
89,31,92,0,0
67,29,92,0,1
96,34,38,1,0
70,40,87,0,1
59,30,64,1,0
74,33,59,1,0
59,17,62,0,1
43,29,43,0,1
43,28,83,0,1
82,35,61,0,0
43,33,50,1,0
98,41,78,1,0
52,28,92,1,0
87,20,58,1,0
47,28,93,0,1
48,38,57,1,0
60,19,97,1,0
50,34,45,1,0
42,24,54,1,0
42,27,49,0,1
41,39,63,1,0
65,28,96,0,1
54,20,39,1,0
89,28,45,1,0
39,30,72,1,0
80,17,87,1,0
68,23,94,0,1
54,20,87,1,0
44,41,59,0,1
49,26,42,0,1
86,40,93,0,0
47,32,91,0,1
38,23,30,1,0
58,35,39,1,0
39,37,56,1,0
61,32,58,0,1
77,33,60,0,1
97,42,64,0,0
60,17,50,1,0
40,28,89,0,1
51,28,82,1,0
100,30,38,0,0
88,23,30,0,0
97,22,53,0,0
44,17,77,1,0
77,18,30,1,0
68,38,53,0,1
51,38,62,1,0
77,30,87,1,0
93,22,53,1,0
77,35,66,1,0
35,35,44,1,0
53,18,80,0,1
73,32,68,1,0
37,20,84,1,0
36,25,34,1,0
64,28,44,0,1
37,28,41,0,1
97,29,37,0,0
41,38,79,0,1
43,33,74,1,0
54,22,36,1,0
66,38,58,0,1
75,35,67,0,1
93,36,97,1,0
87,40,96,0,0
65,38,52,1,0
45,18,63,0,1
35,35,52,1,0
99,17,38,0,0
70,23,39,1,0
94,38,71,1,0
89,32,42,0,0
62,21,59,1,0
97,36,58,1,0
46,37,65,1,0
31,42,57,0,1
55,28,62,1,0
42,37,80,1,0
71,34,30,0,1
45,35,79,0,1
85,38,57,0,0
36,35,76,1,0
34,23,67,0,1
65,36,54,0,1
89,28,45,0,0
76,21,95,0,1
74,32,67,0,1
54,37,71,1,0
37,21,62,1,0
63,26,67,1,0
46,27,86,1,0
63,19,64,0,1
96,20,82,1,0
54,39,57,1,0
42,37,89,1,0
66,39,100,0,1
51,24,92,0,1
79,17,41,0,1
32,27,47,0,1
97,30,86,1,0
83,42,43,0,0
33,39,89,1,0
35,40,93,1,0
51,27,64,0,1
88,37,72,0,0
80,35,97,1,0
88,38,39,1,0
50,29,50,1,0
91,37,36,0,0
90,36,61,0,0
99,40,83,0,0
79,17,81,0,1
87,21,61,0,0
64,33,72,0,1
52,28,75,0,1
57,40,62,1,0
56,33,96,0,1
40,27,38,1,0
38,23,51,0,1
51,29,33,0,1
78,25,46,0,1
39,30,96,0,1
48,38,84,0,1
98,42,89,1,0
64,28,49,0,1
98,21,32,0,0
51,32,63,0,1
31,36,43,0,1
91,33,87,1,0
67,30,90,1,0
34,22,57,1,0
54,37,51,1,0
32,29,93,1,0
44,25,76,1,0
64,21,81,1,0
38,27,36,1,0
53,31,98,1,0
90,30,58,1,0
41,28,35,1,0
47,40,46,1,0
57,34,85,1,0
47,31,44,1,0
62,34,54,0,1
30,24,95,0,1
75,37,92,1,0
91,20,81,1,0
68,34,95,1,0
75,29,90,1,0
99,20,51,0,0
50,39,94,0,1
94,27,95,1,0
55,23,54,0,1
59,35,34,1,0
67,27,70,1,0
48,37,77,1,0
87,40,63,1,0
42,18,92,0,1
69,36,53,0,1
71,31,70,1,0
83,24,77,0,0
43,36,75,0,1
54,31,58,0,1
97,39,57,1,0
70,28,41,0,1
82,32,39,0,0
44,18,87,0,1
32,23,86,1,0
95,39,83,0,0
70,29,61,1,0
92,18,65,0,0
90,24,100,0,0
100,36,67,0,0
43,22,52,1,0
78,28,99,0,1
38,26,58,1,0
56,36,41,1,0
69,22,44,1,0
43,24,66,1,0
82,26,32,1,0
44,22,87,1,0
77,20,44,1,0
32,33,46,1,0
37,35,42,0,1
31,36,48,1,0
80,27,61,0,1
60,37,49,0,1
83,31,48,0,0
50,20,37,1,0
37,41,80,0,1
56,21,40,0,1
97,36,82,1,0
36,17,61,1,0
57,29,49,1,0
47,40,100,0,1
42,32,34,0,1
33,33,54,0,1
40,34,43,1,0
72,40,36,1,0
47,39,69,1,0
74,27,34,0,1
69,20,34,1,0
63,42,59,0,1
58,34,38,0,1
97,25,82,1,0
73,26,31,0,1
55,32,39,1,0
30,27,62,0,1
77,39,30,1,0
94,41,57,0,0
61,30,39,0,1
78,42,55,0,1
91,18,39,1,0
91,42,49,1,0
78,26,38,1,0
63,27,98,0,1
80,18,52,0,1
62,30,43,1,0
50,39,54,1,0
91,41,88,0,0
97,19,73,0,0
91,36,61,1,0
84,28,46,0,0
69,40,57,1,0
93,18,61,1,0
47,36,61,1,0
49,21,50,1,0
37,38,43,0,1
37,25,63,0,1
42,27,65,1,0
59,35,50,0,1
74,37,89,0,1
92,29,76,1,0
96,26,50,1,0
73,39,53,0,1
42,41,68,0,1
33,22,42,1,0
48,27,48,1,0
49,20,32,0,1
79,22,50,1,0
71,36,65,0,1
97,36,66,1,0
52,37,77,1,0
63,22,40,0,1
76,23,75,1,0
42,26,60,1,0
85,22,44,1,0
57,25,53,1,0
71,35,68,0,1
30,26,31,0,1
64,42,70,0,1
72,28,82,1,0
95,32,90,1,0
73,22,89,0,1
82,31,49,0,0
47,36,68,1,0
70,23,30,0,1
83,20,61,1,0
44,26,81,0,1
87,18,85,0,0
70,19,83,1,0
76,19,51,1,0
96,35,93,0,0
70,21,48,1,0
96,32,37,0,0
84,30,34,1,0
63,19,82,1,0
36,19,95,1,0
65,22,86,0,1
49,28,42,1,0
96,22,35,0,0
78,27,57,1,0
82,24,97,0,0
59,18,66,1,0
53,29,55,0,1
45,34,76,0,1
52,37,62,0,1
52,31,41,0,1
59,26,89,1,0
93,40,43,0,0
30,26,52,1,0
80,24,69,1,0
50,37,94,1,0
84,41,49,1,0
100,17,37,1,0
38,26,32,0,1
77,20,94,0,1
55,23,37,1,0
77,34,42,1,0
100,27,48,1,0
57,35,97,0,1
41,21,64,1,0
63,21,62,0,1
49,29,100,1,0
42,20,81,1,0
61,24,56,0,1
32,19,61,0,1
95,42,67,0,0
92,39,52,0,0
82,35,89,1,0
99,36,58,1,0
81,35,86,0,0
75,40,90,1,0
59,20,67,1,0
38,31,71,0,1
55,24,41,0,1
60,30,60,1,0
32,38,79,1,0
100,40,42,1,0
86,42,91,0,0
56,18,51,0,1
35,28,32,0,1
96,25,68,1,0
43,22,84,0,1
78,21,84,1,0
85,33,64,0,0
82,33,81,0,0
81,39,62,0,0
44,33,69,1,0
99,40,100,0,0
59,19,56,0,1
58,37,35,1,0
36,40,87,1,0
95,37,55,1,0
41,34,81,0,1
30,42,72,1,0
89,42,74,0,0
95,27,76,1,0
41,38,81,1,0
75,41,77,0,1
57,27,86,0,1
98,26,47,1,0
78,26,75,0,1
48,35,100,0,1
31,37,51,1,0
56,37,67,0,1
51,38,41,1,0
71,40,74,1,0
85,25,48,1,0
99,39,100,0,0
72,36,49,0,1
73,28,88,0,1
99,32,32,0,0
75,22,31,0,1
94,17,81,1,0
69,17,100,0,1
97,21,87,1,0
73,21,52,0,1
86,35,46,0,0
40,25,94,1,0
59,21,89,1,0
53,34,51,0,1
36,35,67,0,1
43,37,66,1,0
52,19,55,0,1
36,39,38,1,0
47,25,61,0,1
43,34,71,1,0
77,35,32,1,0
41,18,96,0,1
82,30,30,0,0
90,18,96,0,0
43,27,76,1,0
63,31,68,0,1
52,28,88,1,0
98,31,60,0,0
46,40,82,1,0
66,26,98,0,1
54,40,48,1,0
58,35,39,1,0
94,40,50,1,0
65,17,42,1,0
62,34,44,0,1
99,20,72,1,0
76,34,97,0,1
76,24,75,0,1
47,36,60,1,0
68,25,30,1,0
62,27,70,1,0
63,42,41,0,1
100,23,42,0,0
89,19,89,1,0
51,32,99,1,0
65,35,64,1,0
84,26,58,0,0
62,35,74,1,0
48,35,75,1,0
74,27,73,1,0
67,33,44,1,0
67,27,85,1,0
35,19,65,0,1
36,25,72,1,0
55,26,61,1,0
40,24,36,0,1
74,37,64,0,1
36,30,59,1,0
69,42,39,0,1
34,35,52,0,1
46,27,73,0,1
41,17,44,1,0
54,18,67,1,0
78,18,78,1,0
84,36,57,0,0
38,27,59,1,0
63,42,96,0,1
42,26,83,1,0
81,42,49,1,0
96,42,82,1,0
65,42,65,1,0
82,19,91,0,0
55,22,94,1,0
38,26,85,1,0
79,38,60,1,0
46,22,87,0,1
73,17,57,1,0
82,29,89,0,0
61,31,33,1,0
95,26,96,1,0
76,38,73,0,1
39,32,99,1,0
59,39,34,1,0
95,17,68,0,0
49,21,61,1,0
53,31,33,0,1
33,21,68,0,1
55,22,68,0,1
89,22,34,0,0
53,18,72,1,0
95,17,34,0,0
45,22,81,1,0
67,19,71,1,0
72,20,94,0,1
46,24,78,0,1
48,41,40,1,0
37,28,40,0,1
76,17,46,0,1
56,31,66,1,0
43,28,80,0,1
39,20,38,1,0
72,18,86,0,1
72,30,77,0,1
52,36,87,1,0
41,35,49,0,1
51,19,52,1,0
57,20,70,0,1
89,42,44,0,0
84,41,95,0,0
67,37,53,0,1
83,17,39,1,0
88,26,95,0,0
58,38,32,0,1
87,27,30,1,0
51,39,46,0,1
50,41,62,1,0
40,33,76,0,1
50,30,35,0,1
46,18,89,1,0
32,32,89,0,1
76,32,45,1,0
93,31,83,1,0
78,21,47,0,1
63,41,75,0,1
71,40,80,1,0
53,40,46,0,1
37,19,95,0,1
91,40,67,1,0
43,33,65,0,1
65,35,92,0,1
87,42,55,1,0
35,17,82,0,1
65,21,56,1,0
57,26,50,0,1
46,20,75,1,0
81,40,68,1,0
66,37,92,1,0
77,17,95,0,1
56,42,44,0,1
65,29,88,0,1
60,35,89,0,1
43,30,40,1,0
68,25,69,0,1
65,33,74,1,0
71,30,81,1,0
74,17,68,1,0
53,32,93,0,1
83,35,45,0,0
37,24,92,0,1
64,42,96,0,1
40,22,43,1,0
71,27,89,1,0
46,41,81,1,0
38,41,67,0,1
85,19,80,1,0
40,20,32,1,0
45,35,63,1,0
46,37,77,1,0
62,41,54,0,1
73,37,98,1,0
55,37,69,1,0
87,17,84,0,0
31,26,88,0,1
92,25,69,1,0
74,41,97,1,0
96,42,61,1,0
78,18,45,1,0
87,38,78,0,0
63,32,63,1,0
93,35,99,1,0
84,26,35,0,0
68,27,57,0,1
83,39,86,1,0
55,38,98,1,0
49,17,32,0,1
55,40,38,1,0
73,18,91,0,1
69,42,73,0,1
58,17,49,0,1
85,36,100,1,0
60,30,60,0,1
60,19,61,0,1
49,24,78,1,0
100,31,38,0,0
73,41,98,1,0
100,19,54,0,0
90,41,97,1,0
75,24,86,1,0
33,23,65,0,1
40,24,86,0,1
91,41,70,1,0
64,41,39,0,1
50,40,100,0,1
32,39,99,0,1
35,39,57,1,0
71,38,96,1,0
40,26,54,1,0
96,26,85,1,0
84,37,48,1,0
35,23,41,1,0
39,18,94,0,1
60,18,82,0,1
86,34,99,0,0
64,35,94,0,1
35,28,42,1,0
40,27,98,1,0
52,23,77,0,1
71,17,90,1,0
94,28,83,0,0
96,36,96,1,0
66,28,72,0,1
77,20,38,0,1
94,21,48,1,0
33,27,32,0,1
94,36,63,0,0
99,29,81,1,0
79,42,37,0,1
30,32,69,0,1
45,32,96,0,1
74,29,86,0,1
54,26,56,0,1
56,21,84,0,1
52,27,36,0,1
80,35,58,1,0
74,17,74,0,1
95,23,93,0,0
65,40,94,0,1
63,23,34,0,1
69,20,57,0,1
42,27,70,1,0
96,29,48,0,0
80,22,54,1,0
89,38,30,0,0
70,22,84,1,0
31,34,39,0,1
85,18,82,0,0
44,34,78,1,0
98,24,64,0,0
73,39,100,1,0
50,28,83,1,0
85,42,95,0,0
49,39,42,0,1
30,30,50,0,1
32,22,70,1,0
33,28,45,1,0
83,18,30,1,0
71,23,73,0,1
33,17,81,1,0
73,27,76,1,0
89,35,84,1,0
40,20,89,1,0
81,35,31,1,0
33,31,97,1,0
76,31,52,1,0
52,17,96,1,0
95,40,35,0,0
90,34,49,0,0
39,25,34,1,0
30,24,98,0,1
60,30,70,1,0
56,18,74,0,1
86,31,93,0,0
48,33,100,0,1
64,25,88,0,1
88,26,38,1,0
98,40,35,0,0
39,19,40,1,0
83,29,42,0,0
93,23,64,1,0
66,36,47,0,1
73,31,84,1,0
98,37,82,0,0
97,41,68,1,0
90,35,84,1,0
44,28,97,1,0
61,28,53,0,1
80,21,32,0,1
98,29,75,1,0
58,36,31,1,0
74,26,39,0,1
33,29,60,0,1
84,33,69,1,0
88,25,54,1,0
40,35,51,1,0
70,41,81,1,0
30,24,76,0,1
41,27,90,1,0
58,37,53,1,0
32,24,69,1,0
88,36,81,1,0
74,24,45,0,1
84,22,42,0,0
95,30,78,1,0
66,32,56,0,1
55,17,35,0,1
73,41,70,0,1
73,19,47,1,0
65,17,92,1,0
80,19,30,1,0
32,37,88,0,1
65,33,71,0,1
76,28,65,1,0
38,40,45,0,1
61,19,91,0,1
65,37,34,1,0
85,42,31,1,0
33,31,81,0,1
90,29,89,1,0
84,36,33,1,0
74,23,34,1,0
66,30,100,1,0
68,28,39,0,1
51,36,58,1,0
38,23,89,1,0
91,42,70,1,0
61,21,38,0,1
53,42,37,0,1
76,20,39,1,0
98,24,43,0,0
84,17,30,1,0
99,28,92,0,0
83,22,73,1,0
89,25,58,1,0
39,41,58,0,1
35,20,49,0,1
60,38,76,0,1
54,18,67,1,0
37,38,39,0,1
55,21,82,0,1
75,26,37,0,1
59,22,41,0,1
74,38,95,0,1
69,23,67,0,1
67,26,73,1,0
70,27,39,0,1
38,28,83,1,0
46,20,78,0,1
36,30,43,1,0
57,25,46,0,1
94,26,98,0,0
38,35,93,0,1
45,25,65,0,1
90,42,66,1,0
31,39,55,0,1
71,41,90,0,1
93,26,62,0,0
31,40,52,0,1
95,18,74,1,0
43,31,72,0,1
91,18,96,1,0
85,40,59,0,0
42,17,63,1,0
63,18,47,0,1
68,30,33,1,0
74,20,94,1,0
75,29,38,1,0
72,27,74,0,1
78,38,90,1,0
51,22,38,1,0
96,39,65,1,0
89,21,62,0,0
77,36,94,1,0
97,25,49,1,0
41,32,89,0,1
57,31,92,0,1
82,29,73,1,0
33,30,100,0,1
81,21,83,1,0
31,21,89,0,1
100,26,83,1,0
100,28,91,1,0
62,29,57,0,1
33,31,99,0,1
61,27,76,1,0
80,35,76,1,0
77,17,81,1,0
73,38,51,0,1
49,18,96,1,0
93,37,85,1,0
77,19,84,1,0
54,29,34,1,0
58,41,45,1,0
90,35,53,1,0
34,42,100,0,1
57,39,82,0,1
94,20,62,0,0
58,20,63,0,1
60,23,97,1,0
36,17,72,0,1
100,27,98,1,0
77,35,91,0,1
51,36,33,1,0
89,24,91,1,0
67,34,52,1,0
50,39,92,0,1
88,34,39,1,0
56,31,49,1,0
66,37,60,0,1
68,34,31,0,1
77,41,52,1,0
95,21,97,1,0
66,21,92,1,0
51,29,91,1,0
83,30,38,0,0
81,37,94,0,0
99,25,52,0,0
98,41,89,1,0
75,33,53,0,1
56,40,65,0,1
72,19,96,1,0
86,24,58,1,0
75,35,72,1,0
93,29,33,0,0
68,33,59,0,1
84,25,95,1,0
93,23,73,0,0
78,19,90,1,0
65,25,44,0,1
31,17,69,0,1
93,17,81,1,0
44,23,74,0,1
51,31,81,0,1
37,39,85,1,0
85,21,93,0,0
82,18,92,1,0
46,32,63,1,0
30,39,70,0,1
77,40,90,1,0
59,38,99,1,0
52,22,59,0,1
66,32,72,0,1
32,39,44,0,1
67,28,55,0,1
92,42,82,0,0
91,34,38,0,0
89,36,84,0,0
89,25,39,0,0
68,26,91,0,1
46,27,96,1,0
81,42,39,0,0
39,32,76,1,0
62,27,56,1,0
67,38,32,1,0
78,21,65,0,1
100,21,40,0,0
61,32,66,0,1
87,18,64,1,0
79,23,85,0,1
50,21,43,1,0
55,39,59,0,1
30,40,48,1,0
66,27,76,1,0
63,42,32,0,1
96,32,37,1,0
62,33,77,0,1
77,17,100,1,0
67,17,65,0,1
90,42,53,0,0
80,21,47,0,1
95,38,67,0,0
49,41,34,1,0
64,37,34,0,1
44,31,80,0,1
48,24,71,0,1
87,22,47,0,0
100,32,96,1,0
63,23,84,0,1
64,35,71,0,1
92,29,86,1,0
58,25,32,0,1
78,20,69,1,0
68,39,77,1,0
59,26,80,1,0
98,29,73,1,0
62,18,97,0,1
95,28,90,1,0
45,27,36,1,0
62,26,96,1,0
60,37,73,0,1
56,17,38,0,1
51,30,88,0,1
65,21,97,1,0
75,23,72,0,1
93,31,54,0,0
81,34,56,0,0
45,24,80,0,1
36,38,100,1,0
98,39,82,0,0
48,17,56,0,1
77,31,56,0,1
78,28,44,1,0
86,34,100,1,0
96,30,38,1,0
70,36,84,1,0
52,37,67,1,0
79,31,89,1,0
80,30,46,1,0
31,29,42,0,1
64,22,51,1,0
87,20,41,1,0
78,18,90,1,0
87,33,46,1,0
36,22,71,0,1
52,38,84,0,1
30,25,64,0,1
71,21,99,1,0
97,39,32,0,0
82,28,38,1,0
49,30,47,0,1
56,31,39,1,0
33,30,65,0,1
53,33,60,1,0
87,24,46,1,0
55,34,55,0,1
92,26,100,1,0
58,32,65,0,1
35,19,83,0,1
45,27,82,1,0
32,19,42,1,0
49,27,100,1,0
98,35,92,1,0
89,33,58,0,0
62,38,42,1,0
33,39,73,0,1
55,30,57,0,1
58,26,43,1,0
86,40,45,0,0
63,31,71,1,0
42,28,39,0,1
87,25,100,1,0
31,39,56,1,0
48,39,49,0,1
64,37,74,0,1
77,19,89,0,1
51,41,99,1,0
100,23,88,1,0
69,17,48,1,0
49,29,68,1,0
44,30,46,0,1
76,27,46,1,0
52,18,57,1,0
70,18,57,0,1
77,34,53,1,0
79,38,55,0,1
93,39,78,1,0
51,21,74,1,0
47,35,42,1,0
55,23,89,0,1
46,22,40,1,0
42,33,87,1,0
49,42,39,1,0
36,20,99,1,0
51,24,75,1,0
82,27,89,0,0
46,30,57,0,1
38,41,54,1,0
95,30,63,1,0
54,28,85,0,1
54,32,51,0,1
