Moisture_Level,temperature_C,humidity,Is_rainy,Reduce_Water
48,35,73,0,1
98,22,45,0,0
66,31,98,1,0
34,25,61,1,0
93,32,34,1,0
81,20,70,0,0
56,21,64,0,1
40,18,63,0,1
48,42,90,1,0
47,22,79,0,1
32,17,45,1,0
60,28,55,0,1
70,20,49,1,0
97,39,97,0,0
87,29,61,0,0
72,27,33,1,0
62,36,49,0,1
56,18,32,1,0
69,22,68,0,1
99,32,60,1,0
60,42,58,1,0
81,42,77,1,0
81,37,71,1,0
78,23,67,0,1
47,40,59,1,0
89,30,88,1,0
80,28,95,0,1
66,34,89,1,0
37,39,34,0,1
94,37,51,1,0
48,36,39,0,1
85,39,68,1,0
95,22,83,1,0
36,27,71,1,0
99,31,85,0,0
67,34,92,0,1
86,29,73,0,0
55,26,76,1,0
41,20,85,0,1
68,17,94,1,0
82,18,86,1,0
39,40,58,1,0
45,22,54,1,0
55,36,40,0,1
69,40,73,0,1
81,37,32,0,0
36,30,70,0,1
60,30,61,0,1
46,32,41,0,1
68,31,64,1,0
91,28,46,1,0
62,25,81,1,0
80,36,92,1,0
47,42,89,1,0
35,36,73,1,0
35,21,89,0,1
51,25,45,1,0
89,38,48,1,0
40,17,74,0,1
87,40,94,1,0
36,39,98,0,1
49,40,90,1,0
67,36,92,1,0
68,39,59,0,1
69,30,92,1,0
77,37,62,1,0
61,21,72,0,1
72,22,69,0,1
99,23,56,1,0
67,22,30,1,0
39,23,64,0,1
82,23,44,1,0
56,33,31,1,0
58,32,69,1,0
32,28,38,0,1
92,23,54,0,0
52,25,35,1,0
83,42,30,1,0
78,38,74,0,1
53,19,78,0,1
62,42,45,0,1
73,39,77,1,0
61,33,45,1,0
62,30,89,0,1
58,23,100,1,0
54,31,39,0,1
97,23,32,0,0
32,29,52,1,0
34,40,53,0,1
93,18,67,0,0
94,24,97,1,0
77,35,55,1,0
90,23,38,1,0
100,37,72,1,0
97,25,61,0,0
31,17,73,0,1
32,19,82,0,1
63,27,56,1,0
45,30,68,0,1
82,31,95,1,0
52,33,31,0,1
40,27,48,0,1
39,20,70,0,1
47,20,79,0,1
40,18,57,0,1
77,17,61,0,1
76,23,40,1,0
78,21,54,1,0
65,38,93,0,1
74,22,93,1,0
90,26,34,1,0
62,32,84,1,0
82,23,72,1,0
36,21,64,1,0
58,41,51,0,1
90,19,88,1,0
53,22,89,0,1
45,40,46,0,1
53,34,55,1,0
39,40,63,0,1
30,37,31,0,1
41,20,54,1,0
32,41,48,0,1
48,42,89,1,0
89,24,43,0,0
77,37,30,0,1
47,40,45,0,1
40,17,85,1,0
71,25,58,0,1
65,31,30,1,0
36,30,55,0,1
77,30,66,1,0
32,20,59,0,1
68,17,38,1,0
64,30,39,0,1
95,34,100,1,0
65,39,95,0,1
90,32,86,0,0
67,39,38,0,1
38,36,74,0,1
64,27,69,0,1
77,28,80,0,1
32,27,75,1,0
57,30,47,0,1
56,26,95,0,1
81,42,47,0,0
78,30,67,1,0
47,39,33,0,1
44,40,46,0,1
79,37,65,1,0
57,41,75,0,1
36,35,100,1,0
47,27,91,1,0
36,34,76,0,1
48,36,30,1,0
95,40,38,1,0
31,21,50,0,1
99,27,33,0,0
90,38,42,1,0
66,28,47,1,0
91,20,98,1,0
58,34,61,1,0
82,29,97,0,0
93,35,65,1,0
78,24,89,0,1
44,21,80,0,1
52,37,30,1,0
50,21,73,0,1
33,38,96,1,0
71,23,80,1,0
54,40,43,1,0
67,37,39,1,0
41,28,88,0,1
60,23,57,0,1
38,39,73,0,1
72,39,81,0,1
40,19,71,1,0
40,31,39,0,1
79,22,69,1,0
82,31,52,1,0
48,39,99,0,1
89,25,36,1,0
69,20,38,1,0
88,40,98,1,0
87,21,84,0,0
49,22,69,0,1
93,21,47,0,0
57,17,80,1,0
61,25,31,1,0
78,40,42,0,1
92,41,51,0,0
39,20,61,1,0
66,41,48,1,0
78,34,76,0,1
50,24,86,1,0
79,42,50,1,0
61,37,67,1,0
31,33,95,0,1
94,31,77,0,0
99,31,98,0,0
69,17,76,1,0
34,27,54,0,1
79,27,41,1,0
78,28,79,0,1
42,35,62,1,0
91,33,100,1,0
56,37,64,0,1
34,39,43,1,0
59,30,69,0,1
33,25,79,0,1
74,17,60,1,0
81,27,59,0,0
73,23,31,1,0
69,20,69,0,1
59,42,58,1,0
53,26,100,0,1
65,29,71,0,1
50,35,88,0,1
73,24,80,1,0
61,29,83,0,1
33,26,97,1,0
33,25,49,0,1
54,18,33,1,0
47,35,87,0,1
31,18,93,1,0
42,26,35,0,1
56,19,83,1,0
46,28,93,1,0
80,34,97,0,1
52,25,70,0,1
71,27,82,0,1
49,18,95,0,1
86,25,35,1,0
69,35,37,0,1
32,21,59,1,0
77,34,53,1,0
82,22,57,1,0
37,31,81,1,0
68,20,51,0,1
50,36,97,0,1
94,18,95,1,0
100,26,72,1,0
32,37,78,0,1
97,18,76,1,0
49,24,91,1,0
30,35,46,1,0
81,23,35,1,0
59,28,42,0,1
43,36,68,1,0
97,36,38,1,0
36,34,51,1,0
88,25,44,1,0
73,38,93,0,1
86,29,84,0,0
53,39,37,0,1
76,39,82,1,0
50,20,49,1,0
56,33,86,1,0
82,33,31,1,0
75,35,80,1,0
55,40,72,1,0
33,17,30,0,1
88,31,68,0,0
72,42,82,0,1
75,30,83,0,1
50,31,31,0,1
68,19,89,1,0
79,36,68,0,1
62,23,98,1,0
95,31,63,0,0
59,33,90,0,1
53,27,54,1,0
36,25,55,0,1
50,33,71,1,0
31,29,96,1,0
48,26,31,0,1
87,18,53,0,0
57,41,32,0,1
51,25,50,0,1
88,31,57,1,0
88,38,54,0,0
73,26,50,0,1
88,39,54,1,0
87,20,35,1,0
74,22,52,0,1
46,22,39,0,1
46,30,98,1,0
33,30,68,1,0
58,33,48,1,0
60,28,70,1,0
66,36,63,1,0
77,21,99,1,0
30,21,51,0,1
84,23,94,0,0
69,27,37,0,1
75,27,86,0,1
81,32,90,1,0
74,26,76,1,0
96,34,44,0,0
76,28,32,0,1
95,36,82,0,0
88,38,76,1,0
36,42,55,0,1
42,22,51,1,0
56,25,43,1,0
77,31,64,1,0
76,22,58,1,0
73,38,85,0,1
84,37,39,1,0
96,33,45,1,0
67,31,100,0,1
41,41,63,0,1
44,24,83,0,1
47,18,100,1,0
57,18,42,1,0
57,32,80,0,1
99,25,54,0,0
71,17,84,1,0
59,32,96,1,0
35,40,86,1,0
90,40,96,1,0
43,21,91,1,0
75,30,77,0,1
33,25,100,1,0
77,26,56,0,1
99,22,88,1,0
44,42,78,0,1
38,17,73,0,1
74,19,32,1,0
40,21,76,1,0
74,17,93,1,0
81,28,45,0,0
41,40,73,1,0
81,32,91,1,0
41,27,91,0,1
35,19,76,1,0
56,29,37,0,1
92,31,71,1,0
98,25,53,1,0
89,29,37,1,0
42,27,68,1,0
60,24,40,1,0
38,25,88,1,0
45,20,63,1,0
69,21,77,1,0
72,38,56,0,1
41,42,72,1,0
91,36,99,1,0
83,19,82,0,0
95,22,51,1,0
82,22,72,0,0
79,35,40,1,0
65,39,90,0,1
52,38,64,0,1
51,41,79,0,1
55,34,74,1,0
59,25,68,1,0
82,31,89,1,0
61,17,46,1,0
50,32,88,0,1
64,33,95,1,0
79,30,32,0,1
69,29,32,1,0
94,42,51,1,0
62,24,32,1,0
31,21,62,1,0
88,27,80,0,0
93,20,87,0,0
64,32,90,0,1
64,33,50,1,0
57,32,50,0,1
74,36,65,1,0
62,34,63,0,1
97,30,88,0,0
86,40,62,1,0
38,31,50,1,0
62,20,78,1,0
69,21,76,1,0
46,25,65,0,1
58,27,100,1,0
77,26,70,0,1
91,29,79,0,0
77,19,58,0,1
49,27,42,0,1
84,40,64,1,0
89,33,39,0,0
30,17,88,1,0
61,30,98,1,0
48,24,67,0,1
99,25,49,1,0
92,36,99,1,0
40,42,79,0,1
100,42,67,1,0
89,21,95,1,0
44,29,83,1,0
69,38,97,1,0
81,17,84,0,0
42,29,94,1,0
67,37,75,1,0
75,42,89,1,0
91,40,64,1,0
76,31,33,0,1
72,21,95,1,0
67,22,69,0,1
78,31,63,1,0
92,38,43,0,0
92,32,79,1,0
36,34,40,0,1
41,21,76,1,0
94,26,91,1,0
63,26,75,0,1
32,36,82,0,1
39,40,78,1,0
69,18,40,0,1
46,27,57,0,1
48,41,59,0,1
94,21,62,0,0
33,18,98,1,0
94,24,100,0,0
72,38,77,0,1
36,25,36,0,1
96,24,43,1,0
32,33,69,0,1
66,24,38,0,1
89,34,33,1,0
86,39,96,1,0
71,27,78,0,1
68,38,70,1,0
49,17,54,0,1
94,27,90,1,0
36,17,78,0,1
82,20,66,1,0
47,18,58,1,0
43,18,42,1,0
38,32,74,1,0
90,31,57,0,0
38,22,78,0,1
40,39,41,0,1
31,30,36,0,1
90,28,65,1,0
81,40,59,0,0
67,39,69,0,1
65,35,61,1,0
60,35,53,0,1
65,29,74,0,1
66,37,93,0,1
50,42,84,1,0
69,28,67,0,1
67,37,97,1,0
34,40,65,1,0
52,41,69,0,1
53,24,51,1,0
77,28,84,0,1
81,38,100,0,0
43,41,68,1,0
83,40,90,1,0
99,33,30,1,0
92,40,91,1,0
79,23,59,1,0
30,35,39,1,0
62,19,71,0,1
31,34,73,0,1
43,19,90,0,1
66,30,73,0,1
35,19,45,1,0
35,24,76,0,1
93,26,52,0,0
70,30,45,0,1
62,23,62,0,1
32,17,55,0,1
39,27,41,1,0
69,19,98,0,1
55,34,32,1,0
36,26,75,0,1
77,27,73,0,1
41,42,30,0,1
57,27,81,0,1
71,19,80,1,0
100,25,72,1,0
93,24,33,1,0
35,38,78,0,1
94,25,60,0,0
53,25,56,0,1
61,32,53,0,1
72,22,99,0,1
100,38,44,0,0
56,37,94,0,1
61,39,41,1,0
41,22,32,0,1
62,42,71,1,0
64,31,95,0,1
36,41,89,0,1
95,26,52,1,0
87,40,41,0,0
44,39,53,0,1
69,21,49,0,1
47,21,79,1,0
88,36,74,0,0
93,21,36,0,0
33,36,93,0,1
78,31,72,0,1
83,29,67,0,0
33,36,62,0,1
43,32,48,1,0
67,37,78,0,1
91,42,94,1,0
63,31,82,1,0
89,32,73,1,0
67,20,55,0,1
33,34,70,1,0
99,30,54,1,0
77,23,47,1,0
72,41,47,0,1
69,37,59,0,1
75,34,93,1,0
45,39,47,0,1
95,29,76,0,0
63,38,42,1,0
99,23,88,0,0
34,23,39,1,0
37,34,48,0,1
35,29,68,1,0
48,30,31,1,0
73,24,91,1,0
49,30,33,0,1
87,33,44,1,0
61,40,91,1,0
36,22,51,1,0
34,42,93,0,1
64,29,38,1,0
45,42,77,1,0
37,18,65,1,0
37,32,44,0,1
72,31,89,1,0
37,25,35,1,0
70,33,51,0,1
61,19,100,0,1
100,26,60,1,0
94,19,43,0,0
68,23,78,1,0
50,25,95,0,1
66,38,42,1,0
49,40,73,0,1
32,18,71,1,0
80,27,43,0,1
38,41,89,1,0
89,38,61,0,0
76,35,67,0,1
39,32,81,1,0
40,34,86,0,1
64,27,86,0,1
58,28,88,1,0
42,21,100,1,0
50,21,64,1,0
79,39,79,1,0
74,24,62,0,1
41,28,42,0,1
82,24,100,0,0
85,27,43,1,0
97,17,52,0,0
31,38,40,1,0
71,31,85,1,0
84,29,47,0,0
54,37,48,1,0
85,38,91,0,0
83,42,74,0,0
72,42,88,1,0
53,35,53,1,0
68,42,61,0,1
86,42,41,1,0
81,19,52,1,0
51,31,83,0,1
45,31,96,1,0
60,35,31,1,0
52,30,41,1,0
77,41,82,0,1
96,22,94,0,0
72,29,55,1,0
34,40,86,0,1
46,38,78,0,1
60,37,42,1,0
94,24,99,1,0
90,20,46,1,0
91,35,69,1,0
67,26,81,1,0
68,23,99,0,1
62,30,83,1,0
76,18,57,1,0
85,23,43,1,0
61,41,74,0,1
53,39,63,0,1
68,21,73,1,0
40,40,62,1,0
90,33,86,0,0
44,37,64,0,1
61,33,96,1,0
69,21,51,0,1
62,32,58,0,1
66,31,97,1,0
76,26,97,0,1
37,31,98,0,1
40,23,33,0,1
62,30,81,1,0
34,40,89,0,1
90,39,95,1,0
79,28,61,1,0
97,17,94,0,0
55,36,69,0,1
68,34,82,0,1
93,34,76,1,0
100,37,84,0,0
46,38,96,0,1
70,23,38,0,1
70,32,49,1,0
81,23,45,1,0
62,36,71,1,0
51,31,55,1,0
98,40,52,0,0
100,30,64,0,0
30,23,95,0,1
51,41,99,0,1
44,19,44,1,0
67,19,82,0,1
38,38,85,1,0
31,38,53,0,1
100,42,63,0,0
42,31,33,1,0
57,41,66,1,0
100,26,80,1,0
50,34,39,0,1
33,26,99,0,1
34,23,31,1,0
85,38,53,0,0
77,35,97,1,0
82,33,95,0,0
88,31,43,0,0
79,21,66,0,1
47,35,47,1,0
40,26,33,1,0
41,35,86,0,1
98,40,73,0,0
58,38,66,0,1
91,24,67,0,0
41,32,59,0,1
65,29,55,0,1
80,23,74,0,1
49,30,49,1,0
30,26,33,0,1
69,28,39,1,0
34,36,70,1,0
33,31,42,1,0
62,27,83,0,1
37,22,75,0,1
99,18,63,0,0
89,17,80,0,0
72,42,58,0,1
56,40,77,1,0
38,21,83,0,1
39,29,56,1,0
32,28,75,0,1
38,25,69,1,0
84,19,93,1,0
70,36,51,0,1
37,24,59,1,0
90,23,39,0,0
55,35,71,0,1
57,39,79,0,1
69,41,54,1,0
31,30,55,1,0
35,20,88,0,1
65,33,34,1,0
73,41,56,0,1
92,18,76,1,0
40,25,38,0,1
52,42,35,1,0
92,34,66,0,0
41,17,100,0,1
75,19,82,1,0
94,42,47,0,0
38,18,80,0,1
96,38,54,0,0
31,35,75,0,1
32,34,59,0,1
31,42,33,0,1
37,28,78,1,0
55,24,100,0,1
69,41,67,1,0
84,29,58,1,0
59,19,41,0,1
57,28,100,1,0
58,30,60,1,0
59,36,46,0,1
79,29,73,1,0
78,37,53,1,0
73,36,31,0,1
75,19,82,1,0
65,21,31,1,0
58,40,49,0,1
31,37,31,0,1
62,19,30,1,0
91,35,64,0,0
90,33,35,0,0
79,40,53,1,0
73,41,32,1,0
97,42,69,1,0
44,37,79,0,1
72,36,79,0,1
83,35,68,0,0
57,42,76,1,0
94,42,61,1,0
69,31,65,0,1
43,33,38,0,1
53,20,32,1,0
43,29,75,0,1
83,33,64,1,0
99,36,87,0,0
30,33,48,1,0
73,37,48,1,0
89,36,36,1,0
41,20,47,0,1
38,38,61,0,1
99,18,57,0,0
62,38,43,1,0
49,35,40,1,0
40,25,78,0,1
36,23,64,0,1
58,25,74,1,0
81,42,80,0,0
64,40,76,0,1
57,19,96,1,0
49,25,81,1,0
45,40,67,0,1
81,37,50,0,0
100,20,36,0,0
78,33,34,1,0
34,26,63,1,0
72,42,42,0,1
88,27,50,0,0
91,21,54,0,0
64,35,96,1,0
71,22,57,0,1
48,28,74,1,0
77,38,59,1,0
88,22,42,0,0
81,34,42,0,0
38,20,86,1,0
93,39,65,0,0
72,25,44,0,1
98,17,34,1,0
76,28,46,1,0
49,38,69,0,1
50,20,71,0,1
44,38,44,0,1
72,17,31,1,0
89,20,98,0,0
56,34,93,0,1
58,21,64,0,1
80,30,35,1,0
100,27,31,1,0
61,36,99,0,1
59,26,37,1,0
72,23,54,1,0
34,38,68,1,0
89,42,33,0,0
40,42,59,0,1
49,36,73,1,0
76,39,47,0,1
34,40,36,0,1
61,28,60,1,0
60,39,94,0,1
87,37,59,0,0
90,20,40,0,0
43,25,64,0,1
90,35,53,1,0
75,31,37,0,1
79,41,72,0,1
49,37,59,0,1
58,31,86,1,0
40,38,83,0,1
98,20,82,0,0
38,39,85,1,0
74,26,56,0,1
53,39,53,1,0
41,36,64,1,0
88,18,69,0,0
48,30,64,1,0
99,19,44,1,0
84,36,82,1,0
98,30,81,1,0
40,25,76,0,1
75,38,51,0,1
42,28,49,0,1
71,39,55,1,0
96,34,49,0,0
71,32,78,0,1
33,30,48,0,1
89,18,83,0,0
89,26,64,0,0
47,42,34,0,1
73,35,46,0,1
93,23,46,1,0
36,37,45,1,0
43,26,34,0,1
45,34,92,0,1
46,37,46,0,1
70,36,91,1,0
42,27,92,0,1
51,31,44,1,0
58,34,39,0,1
89,20,37,0,0
73,42,43,1,0
45,25,87,0,1
47,38,38,1,0
90,26,42,1,0
87,34,65,0,0
82,33,62,0,0
59,35,46,0,1
39,41,71,1,0
82,37,83,0,0
93,24,79,1,0
63,37,62,0,1
51,31,52,0,1
31,30,81,0,1
41,29,31,0,1
43,38,85,0,1
33,30,70,0,1
80,37,64,0,1
80,17,47,1,0
76,40,86,1,0
38,24,33,0,1
84,37,86,1,0
70,29,83,1,0
80,17,48,1,0
34,24,63,1,0
38,38,40,1,0
70,26,47,1,0
59,37,31,1,0
39,26,69,0,1
45,24,44,1,0
58,19,66,0,1
64,24,89,1,0
73,36,35,0,1
79,28,51,0,1
37,28,33,0,1
72,33,32,1,0
95,18,95,1,0
33,38,70,0,1
55,25,40,1,0
44,32,69,1,0
81,17,50,1,0
46,36,34,0,1
62,38,56,0,1
54,26,34,1,0
46,41,67,1,0
68,37,36,1,0
95,25,42,1,0
46,22,32,0,1
54,36,89,1,0
54,30,79,0,1
62,25,43,0,1
94,30,97,0,0
33,32,47,0,1
88,22,44,1,0
83,34,34,1,0
50,34,74,0,1
72,25,32,1,0
61,30,79,1,0
68,32,80,0,1
61,37,68,0,1
31,40,52,0,1
33,42,77,1,0
77,29,48,0,1
100,42,53,1,0
72,42,41,0,1
92,18,44,0,0
68,37,82,0,1
66,31,35,1,0
50,25,72,1,0
85,32,92,1,0
74,39,96,0,1
66,26,80,0,1
85,25,59,0,0
53,33,96,1,0
77,28,81,1,0
60,20,84,1,0
70,41,30,0,1
89,40,76,1,0
51,30,52,1,0
35,36,85,0,1
79,34,81,0,1
65,18,81,1,0
45,18,51,1,0
51,35,47,1,0
90,19,88,1,0
56,26,57,1,0
61,23,76,0,1
75,18,86,0,1
82,23,77,0,0
69,22,38,1,0
83,38,49,0,0
81,41,67,0,0
45,26,59,1,0
81,42,62,1,0
49,26,78,0,1
46,24,71,1,0
54,17,45,0,1
63,35,41,0,1
82,27,96,1,0
61,28,77,1,0
80,24,95,1,0
94,29,78,1,0
86,21,84,0,0
60,42,99,1,0
43,28,74,1,0
47,28,83,1,0
47,38,55,0,1
84,33,59,1,0
49,22,52,0,1
56,18,76,0,1
86,29,77,0,0
78,39,30,0,1
80,26,50,0,1
73,39,34,0,1
76,25,65,0,1
35,35,82,0,1
49,29,98,1,0
68,39,46,1,0
50,35,79,0,1
43,27,88,0,1
34,31,87,1,0
42,20,82,0,1
36,37,61,0,1
88,36,81,1,0
78,39,92,0,1
30,36,55,1,0
57,31,94,1,0
53,33,65,1,0
95,36,92,0,0
36,36,38,0,1
30,19,33,1,0
64,42,99,1,0
49,34,66,0,1
30,32,46,1,0
52,27,31,1,0
100,29,90,0,0
82,21,46,0,0
97,38,80,1,0
62,18,63,1,0
92,29,67,1,0
91,20,94,1,0
55,42,87,0,1
77,23,45,1,0
47,40,89,1,0
93,19,51,0,0
75,42,99,1,0
42,25,51,1,0
52,31,88,1,0
45,41,52,1,0
39,40,89,0,1
51,40,43,0,1
75,35,34,0,1
69,21,50,0,1
97,30,30,0,0
59,42,98,0,1
37,36,92,0,1
35,38,61,0,1
71,24,48,1,0
66,36,39,1,0
97,26,39,0,0
65,34,80,0,1
75,22,77,0,1
36,29,51,1,0
39,40,98,0,1
89,36,64,1,0
68,22,44,0,1
45,27,80,1,0
77,31,46,0,1
40,23,31,0,1
44,28,75,0,1
56,20,48,0,1
79,27,99,1,0
52,38,95,1,0
64,35,75,0,1
44,28,86,1,0
85,34,91,1,0
64,41,55,0,1
71,37,72,1,0
88,38,99,0,0
33,30,46,1,0
30,22,39,0,1
32,20,84,0,1
97,25,46,0,0
50,34,53,1,0
70,21,92,1,0
47,20,39,1,0
41,27,57,0,1
37,39,93,1,0
80,25,98,1,0
92,19,82,0,0
36,42,90,1,0
81,33,72,0,0
81,33,68,1,0
36,38,66,1,0
59,20,47,0,1
43,42,53,1,0
53,33,58,1,0
43,28,80,1,0
69,30,56,0,1
35,20,91,0,1
39,17,68,0,1
64,42,85,0,1
65,30,74,1,0
80,22,96,1,0
76,18,66,0,1
60,38,72,0,1
58,24,31,1,0
98,19,67,0,0
83,37,81,0,0
51,18,69,1,0
89,27,60,0,0
46,21,89,1,0
40,26,72,0,1
86,24,43,1,0
92,34,69,1,0
34,41,84,0,1
60,23,37,0,1
95,28,98,0,0
34,38,61,0,1
43,31,46,0,1
98,19,71,0,0
63,37,81,1,0
54,23,43,0,1
57,37,34,0,1
59,37,30,1,0
63,24,41,1,0
90,37,40,1,0
65,27,68,1,0
43,38,97,1,0
98,37,96,0,0
56,19,98,0,1
89,21,60,0,0
97,30,35,0,0
47,18,88,0,1
82,27,37,0,0
52,20,59,1,0
79,28,51,1,0
55,42,94,0,1
30,42,48,1,0
67,39,33,0,1
60,34,89,0,1
46,20,36,0,1
46,42,50,0,1
60,19,55,1,0
56,19,46,1,0
41,19,38,0,1
65,18,46,0,1
53,26,81,1,0
33,18,53,1,0
70,28,98,0,1
53,40,68,1,0
56,19,38,1,0
40,37,80,1,0
96,30,78,0,0
93,36,87,0,0
97,35,94,0,0
53,23,84,1,0
66,29,86,0,1
51,40,100,1,0
69,19,46,0,1
34,17,88,1,0
32,41,34,0,1
45,38,57,0,1
84,27,89,1,0
94,32,58,1,0
95,26,66,1,0
56,23,34,1,0
36,42,37,0,1
71,21,47,1,0
75,37,38,0,1
56,34,48,1,0
85,24,96,0,0
70,22,63,0,1
54,17,64,0,1
59,33,68,1,0
95,17,96,1,0
64,32,40,1,0
42,25,35,1,0
92,24,37,0,0
96,30,77,1,0
34,33,97,0,1
59,21,39,1,0
100,35,36,0,0
31,28,51,0,1
37,27,67,0,1
60,27,44,1,0
43,23,86,0,1
34,26,54,0,1
83,34,90,1,0
84,27,67,1,0
66,20,59,0,1
61,23,58,1,0
77,22,82,1,0
34,27,80,0,1
82,32,73,1,0
43,31,67,0,1
99,33,38,1,0
33,30,52,1,0
51,26,42,1,0
85,31,31,1,0
76,42,92,0,1
42,41,49,0,1
38,27,31,0,1
89,23,90,0,0
36,30,71,0,1
60,23,37,1,0
78,20,88,0,1
39,30,76,1,0
91,22,30,0,0
93,22,47,1,0
51,42,73,0,1
78,41,88,0,1
55,24,62,1,0
82,18,72,1,0
75,27,84,0,1
80,42,82,1,0
61,31,78,1,0
62,29,98,1,0
68,32,63,1,0
68,29,93,1,0
86,22,74,0,0
46,22,91,0,1
83,21,93,0,0
53,37,88,0,1
38,21,66,0,1
89,29,45,0,0
100,37,31,0,0
54,28,43,0,1
99,30,74,1,0
80,34,77,0,1
100,33,82,1,0
97,28,47,0,0
76,24,37,1,0
63,27,63,1,0
76,40,64,1,0
64,19,93,0,1
85,32,57,1,0
59,31,96,0,1
99,29,93,0,0
98,40,97,1,0
37,17,66,1,0
100,33,66,0,0
75,20,59,1,0
45,38,68,1,0
90,42,69,1,0
82,17,44,0,0
48,35,35,0,1
92,42,54,0,0
79,38,95,0,1
46,42,36,1,0
76,24,80,1,0
79,42,48,1,0
83,24,90,1,0
90,36,52,1,0
69,36,78,0,1
87,32,53,1,0
36,33,51,1,0
32,29,69,1,0
83,28,52,1,0
67,19,96,0,1
77,22,83,0,1
75,41,84,0,1
60,29,52,0,1
62,29,97,0,1
34,23,57,1,0
71,20,66,0,1
47,38,34,1,0
62,37,39,0,1
94,42,47,0,0
39,42,87,0,1
71,26,40,0,1
51,39,69,1,0
33,40,93,1,0
78,42,35,0,1
74,39,32,0,1
70,31,55,1,0
90,32,66,0,0
36,21,68,1,0
99,17,60,1,0
89,26,56,0,0
58,17,32,1,0
88,22,65,1,0
59,34,95,1,0
84,18,45,1,0
86,31,43,1,0
34,27,89,1,0
46,22,86,1,0
73,40,40,0,1
47,42,89,1,0
40,42,61,1,0
84,25,70,0,0
88,26,63,0,0
82,21,56,0,0
78,29,50,1,0
96,31,91,1,0
69,21,89,0,1
61,28,74,0,1
50,30,40,1,0
45,21,51,1,0
73,31,69,0,1
95,18,38,0,0
68,30,53,1,0
71,18,65,1,0
73,37,46,1,0
53,29,58,1,0
67,35,44,1,0
39,34,98,0,1
95,22,58,0,0
75,25,42,0,1
41,33,72,0,1
57,31,32,0,1
90,20,47,0,0
56,22,63,1,0
90,40,42,0,0
80,18,87,0,1
67,34,89,0,1
64,36,35,1,0
58,40,77,0,1
72,29,78,0,1
39,27,62,0,1
84,35,52,0,0
72,42,67,0,1
61,37,61,1,0
35,27,100,1,0
36,24,57,1,0
54,39,80,1,0
64,18,47,1,0
36,27,61,0,1
45,19,94,1,0
50,31,47,1,0
35,35,44,1,0
30,23,42,0,1
46,20,70,0,1
45,35,79,0,1
72,34,56,1,0
80,21,33,0,1
65,35,35,1,0
32,31,34,1,0
59,38,81,1,0
64,37,52,0,1
70,36,32,1,0
48,25,58,0,1
48,32,66,0,1
39,36,64,1,0
40,24,62,0,1
50,26,76,0,1
83,41,53,1,0
36,23,52,1,0
36,36,86,0,1
40,23,45,0,1
49,32,86,1,0
48,28,84,0,1
38,37,33,1,0
91,19,47,1,0
78,20,66,0,1
37,38,100,1,0
79,41,33,0,1
45,32,58,0,1
45,41,74,1,0
68,29,75,0,1
63,37,78,0,1
55,20,30,0,1
33,22,90,0,1
57,24,78,1,0
98,28,39,0,0
97,17,71,1,0
65,29,63,1,0
43,20,92,1,0
42,20,100,0,1
52,17,32,0,1
58,39,71,1,0
97,21,47,1,0
57,20,53,0,1
62,23,48,1,0
87,28,83,0,0
96,36,56,0,0
99,34,72,0,0
43,39,95,0,1
62,17,47,1,0
81,17,90,1,0
30,42,62,0,1
84,18,76,0,0
94,32,98,1,0
83,20,35,0,0
34,31,31,0,1
98,38,61,1,0
69,17,43,0,1
88,26,100,0,0
89,37,42,1,0
72,23,99,1,0
63,28,70,1,0
75,20,91,0,1
96,37,30,0,0
85,28,82,0,0
72,21,61,0,1
65,27,36,1,0
66,32,79,0,1
96,25,40,0,0
77,18,49,0,1
87,42,63,0,0
96,38,51,1,0
99,35,53,1,0
31,20,79,1,0
68,33,35,1,0
57,38,46,1,0
98,38,80,0,0
87,24,72,1,0
79,22,30,0,1
62,25,67,1,0
45,29,76,0,1
74,38,66,0,1
63,37,75,0,1
59,17,92,0,1
83,34,80,1,0
54,29,44,0,1
41,17,88,0,1
94,38,68,1,0
74,17,44,0,1
90,20,74,0,0
62,22,87,1,0
54,17,33,0,1
34,18,48,0,1
85,38,31,0,0
81,19,98,0,0
79,19,74,0,1
57,30,31,0,1
73,31,77,1,0
56,41,34,1,0
30,33,82,1,0
91,24,68,0,0
86,22,45,1,0
98,21,63,1,0
89,40,52,0,0
74,22,52,1,0
42,40,43,0,1
71,40,36,0,1
92,26,63,0,0
61,31,64,1,0
55,40,32,1,0
78,39,54,1,0
63,26,77,1,0
62,21,36,0,1
84,19,83,0,0
100,21,49,0,0
95,32,86,1,0
51,38,72,1,0
56,34,46,1,0
98,21,47,1,0
57,27,58,0,1
45,39,95,0,1
53,32,48,0,1
80,17,78,0,1
45,26,68,0,1
41,19,59,1,0
62,30,99,0,1
85,29,45,0,0
57,39,36,1,0
56,33,59,1,0
70,17,50,1,0
91,42,66,0,0
47,40,34,0,1
87,35,94,0,0
78,39,73,1,0
84,35,98,1,0
51,23,39,1,0
79,38,92,1,0
32,21,47,1,0
45,27,69,1,0
41,23,57,1,0
57,39,60,1,0
70,19,38,1,0
34,26,37,0,1
68,35,76,0,1
38,39,60,0,1
94,24,96,0,0
79,31,94,0,1
90,39,59,1,0
53,23,71,0,1
33,32,51,0,1
57,29,51,1,0
59,30,100,0,1
72,31,65,0,1
32,30,74,1,0
90,23,100,1,0
45,28,56,0,1
30,36,64,0,1
97,31,36,1,0
