Moisture_Level,Is_Rainy,temperature_C,humidity,Reduce_Water
42,36,54,1,0
79,37,72,1,0
54,36,34,1,0
41,38,56,0,1
44,19,96,0,1
64,17,53,0,1
55,42,86,0,1
92,42,45,1,0
85,19,95,0,0
99,18,95,1,0
84,19,76,1,0
46,24,33,1,0
50,40,34,1,0
45,39,65,1,0
44,34,69,1,0
35,24,68,0,1
47,36,31,0,1
62,36,34,1,0
89,36,81,1,0
97,33,68,1,0
45,19,83,1,0
48,23,93,0,1
53,32,90,0,1
63,37,78,0,1
45,29,57,0,1
42,32,69,1,0
98,40,81,0,0
32,40,76,0,1
54,38,88,0,1
87,26,32,1,0
78,36,69,0,0
67,26,34,0,1
47,21,77,0,1
77,33,76,1,0
40,34,100,0,1
90,32,66,1,0
63,39,76,0,1
82,28,31,1,0
36,24,32,0,1
66,17,71,1,0
57,35,89,1,0
33,37,64,1,0
45,19,60,0,1
64,32,96,0,1
46,29,33,1,0
35,30,87,1,0
54,41,83,0,1
88,40,39,1,0
84,41,87,0,0
100,29,40,0,0
77,36,70,1,0
91,28,56,0,0
99,38,61,0,0
71,36,33,0,0
90,38,74,0,0
34,22,82,1,0
65,31,44,1,0
56,21,76,1,0
55,39,38,0,1
94,39,60,1,0
88,40,40,0,0
41,24,64,0,1
40,39,67,1,0
75,39,71,0,0
35,40,64,1,0
67,20,59,0,1
36,32,53,0,1
100,30,95,1,0
97,21,49,0,0
53,33,56,0,1
70,37,37,0,1
82,36,70,0,0
37,26,66,1,0
63,20,89,0,1
52,27,43,1,0
60,20,75,1,0
100,34,36,0,0
47,32,57,1,0
68,34,73,1,0
51,29,46,0,1
60,39,97,0,1
34,38,50,1,0
47,17,86,0,1
43,23,33,1,0
85,20,77,0,0
62,32,70,1,0
74,34,31,1,0
31,41,41,1,0
31,26,51,0,1
77,34,77,1,0
86,41,47,1,0
44,26,62,0,1
95,20,71,1,0
38,33,52,1,0
74,20,47,0,0
41,27,72,0,1
71,36,39,0,0
43,22,35,1,0
59,27,89,0,1
50,17,99,0,1
32,38,60,0,1
82,18,79,0,0
53,34,87,1,0
72,24,46,0,0
99,36,46,1,0
33,25,65,0,1
52,30,58,1,0
91,40,85,1,0
60,36,91,1,0
41,17,49,0,1
74,40,47,0,0
38,37,80,1,0
43,25,35,1,0
43,29,61,0,1
96,30,64,1,0
51,38,100,1,0
51,29,51,1,0
93,25,73,1,0
42,28,79,0,1
91,42,51,1,0
93,23,41,1,0
64,23,51,0,1
74,37,35,0,0
48,32,43,0,1
41,17,62,1,0
76,24,67,0,0
49,21,98,1,0
98,37,100,0,0
92,42,59,0,0
38,34,74,1,0
55,22,48,1,0
100,27,52,0,0
60,22,55,0,1
87,34,65,1,0
93,27,94,0,0
76,25,45,0,0
70,39,71,1,0
75,24,52,1,0
71,22,64,0,0
55,28,97,0,1
35,23,91,0,1
30,18,82,0,1
45,34,44,1,0
81,31,50,1,0
40,32,97,1,0
94,25,55,1,0
95,39,89,0,0
78,26,54,0,0
30,23,62,1,0
38,23,32,0,1
73,24,89,0,0
88,21,77,1,0
51,41,41,1,0
95,36,80,1,0
55,17,51,1,0
94,32,69,1,0
83,33,86,0,0
72,31,46,0,0
45,26,34,1,0
36,36,59,1,0
84,26,49,0,0
74,35,33,1,0
65,23,34,0,1
53,34,66,0,1
42,41,36,0,1
87,33,67,0,0
97,17,96,1,0
59,22,91,1,0
70,34,88,1,0
98,26,81,0,0
66,36,99,0,1
35,21,64,0,1
41,21,72,0,1
99,28,99,1,0
96,23,64,1,0
95,29,43,0,0
78,25,64,0,0
60,33,99,1,0
41,31,62,1,0
57,35,72,0,1
38,17,86,0,1
65,40,44,0,1
73,38,98,0,0
60,30,94,1,0
88,28,44,0,0
57,21,87,0,1
99,35,81,0,0
95,34,87,1,0
93,35,71,0,0
30,31,33,1,0
92,18,79,1,0
65,24,41,0,1
79,33,52,0,0
40,39,81,0,1
68,28,96,1,0
36,28,73,0,1
44,29,56,0,1
49,26,85,0,1
89,24,31,1,0
87,40,88,1,0
39,25,68,0,1
60,21,58,1,0
64,20,64,0,1
91,30,38,0,0
30,27,30,1,0
48,26,33,1,0
88,42,40,1,0
77,42,68,0,0
90,19,38,0,0
61,19,53,0,1
30,28,92,0,1
62,22,74,1,0
80,20,67,1,0
34,29,75,1,0
35,42,65,0,1
90,32,46,1,0
55,32,77,0,1
47,32,41,0,1
85,36,57,0,0
50,30,30,1,0
61,29,32,1,0
43,37,47,1,0
98,32,55,1,0
93,27,62,1,0
60,31,73,0,1
47,19,77,1,0
85,22,69,1,0
56,24,78,1,0
34,17,70,1,0
90,30,48,0,0
71,31,59,0,0
45,28,45,0,1
78,40,77,1,0
94,34,38,1,0
39,40,65,1,0
85,39,61,1,0
34,42,52,0,1
40,30,76,0,1
57,36,82,0,1
79,32,89,1,0
77,38,37,0,0
93,27,61,1,0
34,20,67,0,1
81,37,31,0,0
40,33,81,1,0
41,35,69,0,1
50,18,48,0,1
46,38,81,0,1
76,24,51,0,0
94,28,46,1,0
58,32,92,1,0
71,33,63,0,0
66,31,90,1,0
73,31,39,0,0
48,37,86,0,1
44,21,65,1,0
45,21,96,0,1
39,42,63,1,0
86,35,70,1,0
92,36,74,0,0
41,21,58,0,1
37,39,38,1,0
59,39,64,1,0
32,27,97,0,1
34,24,30,1,0
57,41,67,0,1
45,33,57,1,0
67,26,33,0,1
82,17,45,1,0
44,37,33,0,1
33,35,73,1,0
54,21,43,0,1
32,34,79,1,0
98,38,41,0,0
36,25,74,1,0
43,39,32,0,1
41,18,75,0,1
82,30,65,1,0
31,39,61,0,1
33,36,30,0,1
34,32,35,1,0
44,23,39,1,0
82,23,59,1,0
42,24,75,0,1
100,27,47,1,0
47,38,94,1,0
62,32,59,1,0
95,29,49,0,0
50,21,59,0,1
78,40,91,0,0
30,22,68,1,0
91,20,80,0,0
74,20,86,0,0
60,39,48,0,1
71,26,38,1,0
52,29,71,0,1
43,20,77,1,0
66,27,38,0,1
36,38,91,0,1
80,18,71,0,0
39,29,35,0,1
71,30,63,1,0
33,25,69,0,1
68,29,59,0,1
67,29,82,0,1
83,41,76,0,0
69,28,73,1,0
60,39,89,1,0
41,31,97,0,1
92,39,33,0,0
60,36,87,0,1
70,41,38,1,0
42,33,78,1,0
54,19,55,0,1
99,21,63,0,0
90,31,42,1,0
34,27,88,0,1
38,26,90,0,1
81,32,31,0,0
99,27,80,1,0
54,32,31,0,1
51,19,35,0,1
88,32,57,0,0
72,21,58,0,0
75,39,84,1,0
70,18,80,1,0
84,33,51,1,0
85,37,82,0,0
51,25,67,0,1
59,36,42,0,1
37,24,30,1,0
60,28,77,1,0
45,30,49,1,0
97,29,98,1,0
96,40,36,0,0
59,19,97,0,1
68,22,99,1,0
57,33,69,1,0
30,20,35,0,1
88,41,65,1,0
79,28,67,0,0
54,32,53,0,1
36,30,39,1,0
80,20,83,0,0
54,24,37,1,0
93,32,93,0,0
91,32,49,1,0
100,37,62,0,0
90,29,88,1,0
31,37,60,1,0
82,26,32,0,0
33,30,32,0,1
45,30,49,1,0
45,29,88,0,1
98,30,71,1,0
83,32,47,0,0
100,18,45,1,0
62,28,97,0,1
47,23,80,1,0
40,37,39,0,1
58,22,84,0,1
75,30,84,0,0
64,24,53,0,1
54,41,65,1,0
65,40,57,1,0
78,17,58,1,0
98,31,57,1,0
76,23,97,1,0
34,37,80,0,1
66,32,90,0,1
37,23,84,1,0
95,40,49,1,0
75,25,93,0,0
71,21,55,1,0
84,33,99,1,0
63,33,70,1,0
40,35,30,0,1
72,41,41,1,0
81,19,83,1,0
43,22,52,1,0
36,32,61,1,0
36,36,58,0,1
79,25,66,1,0
42,27,99,1,0
76,24,36,0,0
46,33,84,0,1
63,27,82,0,1
92,31,39,1,0
97,32,91,0,0
69,41,78,0,1
87,25,32,1,0
61,31,56,0,1
100,42,98,1,0
49,37,51,1,0
79,29,91,1,0
92,18,31,1,0
40,37,96,0,1
53,29,87,1,0
94,28,60,1,0
31,34,76,0,1
49,32,34,1,0
69,28,46,1,0
40,31,93,0,1
34,28,56,1,0
76,28,51,1,0
42,29,52,1,0
43,40,42,1,0
77,38,76,1,0
72,17,36,1,0
55,41,61,1,0
100,35,88,1,0
45,42,65,0,1
93,23,78,0,0
52,30,53,1,0
70,38,97,1,0
46,32,58,1,0
85,36,51,1,0
65,33,66,1,0
83,25,34,1,0
48,39,94,1,0
72,22,95,0,0
56,27,57,0,1
82,39,46,0,0
44,38,35,0,1
43,30,40,1,0
35,38,78,0,1
52,31,76,1,0
92,28,52,0,0
54,30,53,0,1
68,31,30,0,1
87,24,53,0,0
57,31,84,1,0
78,42,59,1,0
44,17,65,0,1
41,30,33,1,0
37,28,98,0,1
62,27,35,0,1
44,26,61,0,1
71,39,91,1,0
92,38,44,1,0
69,18,35,1,0
94,26,75,0,0
83,35,39,0,0
59,41,30,1,0
61,20,55,0,1
61,29,74,0,1
31,29,96,0,1
52,42,56,0,1
83,27,54,1,0
83,24,84,1,0
82,38,82,0,0
43,38,83,0,1
94,29,84,1,0
56,22,49,0,1
44,28,45,1,0
67,27,80,0,1
36,37,59,1,0
68,32,61,1,0
77,37,31,1,0
45,20,71,1,0
87,30,96,1,0
90,40,98,0,0
90,40,42,0,0
98,39,100,0,0
52,25,77,1,0
85,25,43,1,0
65,18,100,0,1
77,37,68,1,0
60,28,44,1,0
46,21,80,1,0
86,40,100,1,0
35,22,76,1,0
60,18,69,1,0
99,40,37,1,0
37,28,47,1,0
84,32,77,1,0
73,33,31,1,0
74,40,52,1,0
86,38,46,0,0
96,26,74,0,0
81,33,59,0,0
30,42,47,0,1
30,18,64,0,1
66,31,45,1,0
65,24,66,1,0
69,30,51,0,1
53,26,36,0,1
90,42,78,0,0
99,37,32,1,0
64,39,37,1,0
64,35,31,1,0
64,35,86,0,1
46,22,53,0,1
53,29,59,1,0
63,18,89,0,1
47,29,63,1,0
84,19,92,1,0
95,27,54,1,0
33,31,56,1,0
58,42,58,1,0
53,26,40,1,0
91,18,84,0,0
91,29,58,0,0
60,19,92,1,0
98,25,44,1,0
51,33,30,0,1
98,19,37,0,0
89,38,88,1,0
64,21,34,0,1
75,21,82,0,0
35,22,90,0,1
64,21,81,1,0
39,28,99,0,1
47,20,43,1,0
42,36,100,0,1
75,25,86,1,0
33,33,57,1,0
63,24,52,0,1
59,35,93,0,1
44,33,69,1,0
78,42,34,1,0
81,34,62,1,0
99,38,92,0,0
51,31,78,1,0
74,41,53,0,0
46,31,69,1,0
76,34,32,1,0
69,40,30,1,0
45,28,85,1,0
37,24,79,1,0
31,34,41,1,0
97,38,81,0,0
100,40,62,0,0
42,19,49,0,1
37,20,80,0,1
49,41,67,1,0
58,42,49,1,0
38,35,61,1,0
56,34,85,1,0
34,21,97,1,0
63,22,42,0,1
77,27,30,1,0
61,27,96,0,1
43,27,89,1,0
61,34,31,0,1
49,30,95,1,0
54,29,77,0,1
51,28,32,0,1
84,27,47,0,0
35,34,83,0,1
67,31,55,0,1
63,18,71,0,1
96,33,93,0,0
41,34,39,1,0
64,17,76,0,1
70,25,36,0,1
82,26,48,1,0
55,35,99,0,1
95,19,65,0,0
54,32,79,0,1
70,18,64,0,1
37,30,47,0,1
86,32,76,1,0
100,26,76,0,0
66,36,69,1,0
94,30,100,0,0
95,35,80,1,0
86,36,40,1,0
75,37,59,1,0
83,32,52,1,0
85,22,41,0,0
59,39,66,1,0
48,31,73,0,1
44,35,74,1,0
80,39,56,1,0
93,41,45,1,0
43,32,76,1,0
63,36,91,0,1
97,35,96,0,0
50,32,47,1,0
83,27,92,0,0
60,38,35,1,0
88,34,89,0,0
69,36,93,0,1
45,28,67,1,0
50,40,82,1,0
73,38,70,0,0
75,37,50,0,0
94,33,54,1,0
56,31,54,1,0
47,37,69,1,0
37,23,73,0,1
58,39,73,1,0
53,35,32,1,0
52,39,60,1,0
56,26,85,1,0
42,37,58,0,1
68,39,67,1,0
39,21,39,0,1
93,34,85,1,0
60,22,57,0,1
72,25,68,1,0
38,40,92,0,1
30,42,60,0,1
48,34,63,1,0
68,42,71,1,0
56,36,97,1,0
33,28,42,0,1
44,38,32,0,1
67,23,62,1,0
100,29,54,0,0
38,39,41,0,1
66,22,66,0,1
94,18,87,1,0
62,40,89,0,1
88,33,73,0,0
80,33,88,1,0
61,34,45,0,1
59,36,59,1,0
37,18,51,1,0
58,18,71,0,1
99,17,66,1,0
30,41,93,0,1
71,35,79,1,0
33,38,52,0,1
84,24,35,0,0
39,40,75,0,1
74,20,37,0,0
73,20,42,1,0
87,30,40,1,0
70,21,59,1,0
36,27,67,0,1
82,37,96,1,0
40,29,57,0,1
49,37,47,1,0
79,22,78,0,0
51,30,90,0,1
87,24,40,1,0
44,17,35,0,1
57,19,63,1,0
63,27,51,0,1
35,31,58,0,1
84,23,51,1,0
87,30,33,1,0
41,28,65,0,1
44,31,77,1,0
80,18,44,0,0
78,38,78,1,0
36,22,66,0,1
67,24,39,1,0
60,26,80,1,0
31,19,97,1,0
35,30,47,1,0
67,26,31,0,1
31,25,74,1,0
85,23,55,1,0
80,39,90,0,0
76,33,31,0,0
97,33,63,0,0
97,36,34,0,0
36,23,57,1,0
52,19,55,1,0
30,38,59,1,0
40,23,34,0,1
62,17,63,1,0
92,31,75,1,0
55,17,67,0,1
75,34,76,0,0
40,21,84,1,0
43,17,33,1,0
55,26,63,1,0
90,23,69,0,0
53,31,51,1,0
77,20,84,0,0
79,35,30,1,0
99,21,62,1,0
81,40,85,0,0
34,20,76,0,1
43,37,43,1,0
41,33,56,1,0
72,19,79,1,0
72,23,90,1,0
60,21,83,0,1
71,39,54,0,0
37,29,83,0,1
40,36,63,0,1
90,29,81,1,0
67,38,59,0,1
59,25,72,1,0
51,41,98,1,0
31,18,92,0,1
38,36,47,1,0
100,34,71,1,0
37,18,63,1,0
42,38,49,0,1
48,30,91,1,0
51,35,98,1,0
91,23,42,0,0
99,26,97,1,0
53,41,38,0,1
36,35,51,1,0
98,24,98,1,0
30,41,96,0,1
57,26,85,1,0
65,19,34,0,1
41,29,32,1,0
55,24,51,1,0
63,36,58,1,0
70,41,73,1,0
33,41,57,1,0
75,29,41,1,0
77,37,94,0,0
74,24,42,1,0
50,30,56,1,0
89,35,31,0,0
33,21,36,0,1
34,22,43,1,0
93,39,31,0,0
63,38,49,0,1
97,21,37,1,0
60,22,30,1,0
93,18,58,0,0
45,24,96,1,0
76,41,77,0,0
84,26,39,0,0
86,18,75,1,0
98,22,94,1,0
88,20,63,0,0
70,31,62,0,1
38,42,73,1,0
33,30,49,0,1
91,37,36,0,0
95,30,45,0,0
92,23,91,1,0
78,21,61,0,0
98,29,68,1,0
37,39,76,0,1
50,42,99,1,0
38,19,43,1,0
60,32,55,1,0
66,29,33,1,0
50,38,86,0,1
57,18,50,0,1
73,20,70,0,0
57,25,90,1,0
89,18,90,1,0
38,35,44,1,0
78,32,78,1,0
41,32,33,1,0
81,17,90,1,0
46,39,61,1,0
87,41,79,0,0
38,28,68,0,1
55,31,53,1,0
42,27,86,0,1
67,38,94,0,1
91,33,75,1,0
53,25,45,0,1
54,17,89,0,1
74,22,52,1,0
71,41,45,1,0
88,42,40,1,0
79,19,38,0,0
81,23,88,1,0
80,19,69,1,0
96,24,89,1,0
54,24,33,1,0
39,30,74,1,0
88,30,57,0,0
63,34,90,1,0
73,36,96,0,0
50,29,70,0,1
41,30,48,0,1
62,20,30,1,0
77,20,71,1,0
66,29,90,0,1
100,21,63,1,0
69,17,90,0,1
94,23,89,0,0
56,19,82,1,0
55,19,36,1,0
86,25,87,1,0
67,42,67,1,0
66,31,94,1,0
30,34,55,0,1
90,19,59,1,0
81,21,77,0,0
72,18,77,0,0
84,23,95,1,0
35,23,31,1,0
99,22,60,0,0
64,18,39,0,1
64,18,88,1,0
31,25,97,1,0
68,20,40,1,0
71,42,47,1,0
89,32,87,1,0
85,41,65,0,0
66,37,96,0,1
91,28,57,1,0
72,17,31,1,0
62,38,59,0,1
62,34,86,1,0
53,17,85,1,0
82,26,73,0,0
41,25,98,0,1
42,42,74,0,1
65,21,41,0,1
54,31,92,1,0
95,17,56,1,0
46,19,72,1,0
91,19,75,1,0
89,27,57,1,0
34,36,64,0,1
57,32,44,1,0
79,34,64,0,0
56,31,33,0,1
46,38,35,0,1
55,34,56,0,1
76,40,84,1,0
54,41,91,0,1
69,27,53,1,0
81,31,56,1,0
51,36,78,0,1
69,42,58,1,0
81,39,42,0,0
32,20,99,0,1
77,32,46,1,0
38,42,59,0,1
36,21,39,0,1
100,23,49,0,0
52,18,96,1,0
46,35,67,1,0
34,35,99,1,0
84,25,47,1,0
62,39,49,1,0
43,18,94,1,0
76,21,90,1,0
35,37,53,0,1
36,40,89,0,1
71,41,40,0,0
62,40,99,0,1
57,33,61,1,0
58,37,81,1,0
37,25,92,1,0
53,21,54,1,0
64,42,55,0,1
75,27,98,0,0
65,41,49,1,0
30,32,59,0,1
69,29,32,1,0
52,22,73,0,1
41,42,56,0,1
45,18,93,1,0
35,42,64,1,0
30,35,86,0,1
34,26,76,0,1
46,29,63,0,1
66,41,30,0,1
48,29,90,1,0
84,40,62,1,0
58,28,76,0,1
97,42,50,1,0
91,41,90,1,0
55,21,75,0,1
32,36,40,0,1
79,23,72,0,0
35,22,69,0,1
58,31,35,0,1
52,26,89,0,1
47,35,91,0,1
56,27,44,1,0
39,33,72,0,1
73,26,61,0,0
63,24,86,1,0
73,21,34,1,0
46,29,75,0,1
55,29,48,1,0
52,25,55,1,0
44,23,42,1,0
45,33,80,0,1
56,41,59,1,0
51,39,36,0,1
34,36,69,0,1
51,24,62,0,1
43,29,53,1,0
77,28,64,1,0
55,29,97,0,1
76,23,74,1,0
67,29,64,0,1
85,18,66,1,0
80,29,76,1,0
39,22,67,1,0
38,28,61,1,0
45,23,40,1,0
52,39,48,0,1
84,21,84,0,0
84,17,87,0,0
90,27,84,0,0
66,33,97,1,0
60,30,87,1,0
100,41,93,1,0
62,24,81,0,1
35,24,70,0,1
31,30,31,0,1
89,32,56,0,0
83,31,84,0,0
90,39,67,1,0
33,40,77,1,0
46,33,78,1,0
56,26,63,0,1
62,38,90,0,1
50,18,31,0,1
61,18,53,0,1
34,23,75,0,1
32,29,71,0,1
58,38,39,0,1
56,28,78,1,0
70,23,83,1,0
66,20,94,0,1
83,17,44,1,0
66,23,46,1,0
62,36,73,0,1
98,19,73,1,0
71,35,76,1,0
63,35,55,1,0
93,17,100,1,0
72,26,57,1,0
61,31,30,1,0
94,20,68,1,0
39,23,62,0,1
59,39,40,0,1
76,36,75,0,0
88,17,41,0,0
48,25,82,0,1
100,25,45,1,0
44,29,97,1,0
61,40,80,1,0
74,28,30,1,0
62,23,92,0,1
37,21,34,1,0
31,20,100,0,1
96,37,42,0,0
87,21,79,1,0
45,27,31,0,1
43,34,73,1,0
38,19,83,1,0
97,39,36,1,0
33,30,55,1,0
40,26,62,1,0
71,29,46,0,0
39,26,92,0,1
47,39,52,1,0
88,35,33,1,0
60,36,55,0,1
82,37,49,0,0
63,29,60,0,1
47,32,94,1,0
83,38,64,1,0
42,20,62,0,1
83,24,62,1,0
70,30,60,0,1
40,33,82,0,1
99,39,62,0,0
37,19,78,1,0
97,30,72,1,0
46,37,48,1,0
44,42,54,1,0
45,24,96,0,1
78,32,77,1,0
96,17,69,0,0
46,19,90,1,0
69,24,44,0,1
49,21,87,1,0
54,24,30,1,0
38,34,55,1,0
81,24,63,1,0
37,42,61,0,1
69,20,91,1,0
93,34,64,1,0
34,39,51,0,1
86,37,83,1,0
78,22,55,0,0
54,21,41,1,0
95,39,97,0,0
49,21,46,1,0
73,20,63,1,0
33,26,96,1,0
90,36,73,0,0
78,32,59,1,0
52,38,96,1,0
96,28,80,1,0
31,22,75,1,0
72,25,78,0,0
71,19,48,0,0
47,41,79,1,0
79,20,55,1,0
43,34,94,1,0
31,28,83,0,1
42,26,92,1,0
46,21,44,1,0
57,26,69,0,1
80,38,74,0,0
44,23,89,0,1
63,26,42,1,0
67,22,35,0,1
63,26,69,1,0
58,34,41,0,1
87,21,54,1,0
44,27,73,1,0
43,39,58,1,0
72,42,38,0,0
66,34,94,0,1
94,32,51,0,0
85,23,54,0,0
65,25,75,0,1
60,39,33,1,0
61,22,61,0,1
64,32,67,1,0
32,39,63,0,1
86,25,44,0,0
36,25,47,1,0
65,21,44,0,1
68,37,57,1,0
42,33,60,0,1
52,39,89,1,0
61,33,68,1,0
48,39,61,0,1
74,35,86,1,0
35,40,48,0,1
50,18,91,0,1
82,34,96,0,0
80,23,71,0,0
40,41,31,0,1
93,35,49,1,0
30,42,95,0,1
73,18,58,1,0
45,23,88,1,0
47,23,56,1,0
41,37,95,1,0
91,29,68,0,0
31,18,77,1,0
84,18,99,1,0
57,32,96,1,0
85,35,48,0,0
100,38,68,1,0
64,40,98,0,1
94,41,99,1,0
50,18,97,1,0
86,42,38,0,0
35,17,98,1,0
52,17,66,1,0
40,38,74,0,1
51,19,66,0,1
74,36,71,0,0
73,37,73,0,0
37,38,52,1,0
32,37,59,1,0
83,39,36,1,0
62,35,69,0,1
75,23,82,1,0
68,17,90,0,1
64,27,55,1,0
49,27,81,1,0
94,42,86,1,0
74,18,34,0,0
35,40,68,0,1
47,36,52,0,1
44,42,55,0,1
67,36,43,0,1
69,23,69,1,0
35,18,45,0,1
86,20,57,1,0
97,40,52,1,0
83,28,73,0,0
55,41,98,1,0
35,34,60,0,1
83,22,63,1,0
63,34,42,0,1
76,35,91,1,0
49,38,49,1,0
57,41,87,0,1
31,26,69,0,1
71,39,86,1,0
95,20,58,1,0
76,39,35,1,0
69,32,44,1,0
31,26,71,1,0
87,21,30,0,0
46,25,70,0,1
96,21,42,0,0
86,23,63,0,0
94,19,61,0,0
73,30,69,1,0
95,27,63,1,0
81,25,56,1,0
31,20,64,1,0
70,19,51,0,1
75,28,64,1,0
52,38,66,0,1
75,29,45,0,0
50,18,66,1,0
90,35,32,1,0
70,36,32,1,0
72,27,57,1,0
83,41,71,1,0
63,32,48,1,0
82,42,94,1,0
34,41,44,1,0
57,28,76,1,0
78,20,61,1,0
53,23,100,1,0
44,18,31,1,0
42,19,74,0,1
94,19,69,1,0
62,37,41,1,0
65,39,100,0,1
84,24,42,0,0
32,23,45,1,0
37,40,84,1,0
97,27,90,1,0
68,39,74,1,0
78,19,31,0,0
61,38,90,1,0
77,19,50,1,0
99,22,34,0,0
64,33,39,0,1
33,29,69,0,1
41,21,91,0,1
57,38,48,1,0
54,22,44,0,1
90,18,32,1,0
46,24,100,1,0
37,29,63,1,0
57,20,93,1,0
86,20,90,1,0
67,25,64,1,0
50,32,64,0,1
85,23,92,1,0
68,32,40,1,0
97,27,62,0,0
61,40,54,0,1
92,39,67,0,0
32,41,89,1,0
56,34,65,0,1
35,21,94,1,0
85,33,44,1,0
65,35,62,0,1
30,33,87,1,0
82,21,38,0,0
37,41,55,0,1
34,32,69,1,0
90,29,37,1,0
49,27,72,0,1
99,32,57,1,0
36,34,59,1,0
94,37,73,0,0
43,18,96,1,0
73,35,64,1,0
59,24,60,1,0
55,17,37,0,1
60,38,57,0,1
63,41,73,0,1
86,41,83,0,0
34,36,51,1,0
77,34,39,1,0
86,26,63,1,0
53,25,55,1,0
38,38,87,1,0
30,27,96,0,1
39,25,46,0,1
94,24,85,0,0
49,20,77,1,0
35,25,56,1,0
83,41,98,1,0
78,40,85,1,0
82,28,52,1,0
53,41,85,1,0
60,22,54,1,0
49,33,72,0,1
56,42,100,0,1
41,42,61,1,0
69,23,73,1,0
99,31,33,1,0
35,27,66,1,0
54,33,71,1,0
96,37,91,1,0
66,37,31,0,1
66,19,41,0,1
34,25,98,1,0
73,28,31,1,0
56,40,56,1,0
88,42,68,0,0
40,26,85,0,1
69,41,54,1,0
49,25,60,1,0
100,38,46,1,0
38,37,62,1,0
86,33,66,0,0
85,33,98,1,0
61,36,87,0,1
34,24,61,1,0
63,21,76,0,1
64,39,97,1,0
67,41,99,1,0
67,19,92,0,1
43,33,48,0,1
60,35,67,0,1
72,34,31,1,0
39,42,44,0,1
66,41,95,1,0
51,37,78,1,0
74,24,41,0,0
61,30,48,1,0
77,22,36,1,0
43,36,59,0,1
36,31,46,1,0
93,34,67,0,0
61,27,77,1,0
80,27,40,1,0
80,22,82,1,0
95,25,96,0,0
53,24,75,0,1
74,25,84,0,0
83,29,52,1,0
56,29,77,1,0
86,28,77,1,0
86,36,30,0,0
69,35,64,1,0
74,31,58,0,0
41,22,74,0,1
40,28,51,0,1
53,34,61,0,1
88,37,31,1,0
42,23,65,1,0
49,32,55,1,0
60,18,88,1,0
45,22,56,0,1
47,19,58,1,0
71,42,32,1,0
100,39,47,0,0
51,17,39,1,0
51,30,57,1,0
54,35,44,1,0
30,41,31,1,0
43,24,40,1,0
71,37,66,1,0
41,29,68,0,1
63,40,48,1,0
45,20,70,0,1
46,35,36,0,1
96,38,89,1,0
52,17,99,0,1
54,29,45,1,0
42,40,77,1,0
85,31,57,0,0
52,32,64,0,1
95,28,78,1,0
49,37,85,0,1
69,25,88,1,0
84,34,49,0,0
43,37,79,0,1
80,27,57,1,0
74,23,73,1,0
84,21,40,1,0
85,25,43,1,0
41,22,44,0,1
53,35,62,1,0
81,36,85,1,0
92,22,40,1,0
87,41,99,1,0
85,38,42,0,0
69,31,90,0,1
92,24,85,0,0
41,31,67,1,0
69,38,57,0,1
91,37,45,0,0
32,42,97,0,1
67,38,86,1,0
31,39,76,0,1
52,29,89,1,0
92,24,34,1,0
53,34,70,0,1
91,28,79,1,0
50,41,68,1,0
76,40,72,1,0
31,34,94,1,0
51,29,50,0,1
78,35,92,0,0
90,25,88,0,0
75,18,52,1,0
81,24,43,1,0
37,38,90,0,1
73,25,77,1,0
77,31,80,0,0
57,39,69,1,0
76,18,77,1,0
86,34,93,1,0
87,25,73,0,0
62,34,42,0,1
42,36,34,0,1
64,37,58,1,0
75,35,54,0,0
79,41,56,0,0
80,30,73,1,0
66,33,54,0,1
75,32,42,1,0
88,25,57,0,0
83,31,84,0,0
64,18,61,1,0
96,19,98,1,0
43,26,82,1,0
31,32,62,0,1
41,23,67,0,1
85,41,93,0,0
95,33,76,1,0
58,34,81,1,0
98,20,72,0,0
81,36,60,0,0
70,41,66,0,1
79,32,75,1,0
73,30,76,1,0
41,36,39,0,1
77,31,88,0,0
99,23,52,1,0
46,41,89,0,1
92,42,65,0,0
45,38,54,1,0
79,21,79,1,0
77,22,89,0,0
63,30,73,1,0
41,25,88,0,1
46,32,66,1,0
92,28,72,1,0
73,28,78,1,0
96,24,97,0,0
85,40,32,1,0
87,30,81,0,0
50,25,30,0,1
39,37,45,0,1
99,36,93,1,0
60,30,63,1,0
92,19,88,1,0
92,22,60,1,0
55,35,67,0,1
71,34,39,1,0
80,41,87,1,0
62,21,100,0,1
71,30,64,0,0
37,27,86,1,0
36,40,74,0,1
33,31,60,0,1
31,41,67,1,0
65,23,78,1,0
69,23,39,1,0
84,28,95,1,0
67,31,54,0,1
37,40,49,1,0
46,24,88,1,0
64,33,89,1,0
69,33,61,0,1
82,26,32,0,0
49,29,59,0,1
31,21,60,0,1
81,36,47,0,0
55,35,46,1,0
66,25,57,0,1
42,20,51,0,1
73,34,61,0,0
49,25,84,0,1
82,36,53,1,0
87,30,42,0,0
38,21,34,1,0
36,20,31,1,0
56,17,40,0,1
38,26,66,0,1
63,32,92,1,0
78,39,47,1,0
73,35,95,1,0
97,37,97,1,0
87,42,44,1,0
32,20,36,1,0
84,29,46,0,0
73,40,69,1,0
34,17,54,1,0
79,26,30,0,0
91,27,38,0,0
52,37,35,0,1
62,37,36,0,1
51,30,60,0,1
64,27,71,0,1
42,18,90,1,0
52,26,78,1,0
68,42,82,0,1
42,22,43,1,0
48,42,33,0,1
